Voltage_V,Current_A
-7.62,-1.762000000000005e-12
-7.6,-1.760000000000005e-12
-7.58,-1.758000000000005e-12
-7.56,-1.756000000000005e-12
-7.54,-1.7540000000000052e-12
-7.52,-1.7520000000000053e-12
-7.5,-1.7500000000000053e-12
-7.48,-1.7480000000000053e-12
-7.46,-1.7460000000000053e-12
-7.44,-1.7440000000000055e-12
-7.42,-1.7420000000000055e-12
-7.4,-1.7400000000000055e-12
-7.38,-1.7380000000000055e-12
-7.36,-1.7360000000000055e-12
-7.34,-1.7340000000000057e-12
-7.32,-1.7320000000000057e-12
-7.3,-1.7300000000000058e-12
-7.28,-1.7280000000000058e-12
-7.26,-1.7260000000000058e-12
-7.24,-1.724000000000006e-12
-7.22,-1.722000000000006e-12
-7.2,-1.720000000000006e-12
-7.18,-1.718000000000006e-12
-7.16,-1.716000000000006e-12
-7.14,-1.7140000000000062e-12
-7.12,-1.7120000000000062e-12
-7.1,-1.7100000000000062e-12
-7.08,-1.708000000000006e-12
-7.06,-1.706000000000006e-12
-7.04,-1.7040000000000063e-12
-7.02,-1.7020000000000063e-12
-7.0,-1.7000000000000063e-12
-6.98,-1.6980000000000063e-12
-6.96,-1.6960000000000063e-12
-6.94,-1.6940000000000065e-12
-6.92,-1.6920000000000065e-12
-6.9,-1.6900000000000065e-12
-6.88,-1.6880000000000065e-12
-6.86,-1.6860000000000065e-12
-6.84,-1.6840000000000068e-12
-6.82,-1.6820000000000068e-12
-6.8,-1.6800000000000068e-12
-6.78,-1.6780000000000068e-12
-6.76,-1.6760000000000068e-12
-6.74,-1.674000000000007e-12
-6.72,-1.672000000000007e-12
-6.7,-1.670000000000007e-12
-6.68,-1.668000000000007e-12
-6.66,-1.666000000000007e-12
-6.64,-1.6640000000000072e-12
-6.62,-1.6620000000000073e-12
-6.6,-1.6600000000000073e-12
-6.58,-1.6580000000000073e-12
-6.56,-1.6560000000000073e-12
-6.54,-1.6540000000000075e-12
-6.52,-1.6520000000000075e-12
-6.5,-1.6500000000000075e-12
-6.48,-1.6480000000000075e-12
-6.46,-1.6460000000000073e-12
-6.44,-1.6440000000000077e-12
-6.42,-1.6420000000000075e-12
-6.4,-1.6400000000000076e-12
-6.38,-1.6380000000000076e-12
-6.36,-1.6360000000000076e-12
-6.34,-1.6340000000000078e-12
-6.32,-1.6320000000000078e-12
-6.3,-1.6300000000000078e-12
-6.28,-1.6280000000000078e-12
-6.26,-1.6260000000000078e-12
-6.24,-1.624000000000008e-12
-6.22,-1.622000000000008e-12
-6.2,-1.620000000000008e-12
-6.18,-1.618000000000008e-12
-6.16,-1.616000000000008e-12
-6.14,-1.6140000000000083e-12
-6.12,-1.6120000000000083e-12
-6.1,-1.6100000000000083e-12
-6.08,-1.6080000000000083e-12
-6.06,-1.6060000000000083e-12
-6.04,-1.6040000000000085e-12
-6.02,-1.6020000000000085e-12
-6.0,-1.6000000000000085e-12
-5.98,-1.5980000000000085e-12
-5.96,-1.5960000000000085e-12
-5.94,-1.5940000000000088e-12
-5.92,-1.5920000000000088e-12
-5.9,-1.5900000000000088e-12
-5.88,-1.5880000000000088e-12
-5.86,-1.5860000000000088e-12
-5.84,-1.584000000000009e-12
-5.82,-1.582000000000009e-12
-5.8,-1.580000000000009e-12
-5.78,-1.5780000000000088e-12
-5.76,-1.5760000000000088e-12
-5.74,-1.574000000000009e-12
-5.72,-1.572000000000009e-12
-5.7,-1.570000000000009e-12
-5.68,-1.568000000000009e-12
-5.66,-1.566000000000009e-12
-5.64,-1.5640000000000093e-12
-5.62,-1.5620000000000093e-12
-5.6,-1.5600000000000093e-12
-5.58,-1.5580000000000093e-12
-5.56,-1.5560000000000093e-12
-5.54,-1.5540000000000095e-12
-5.52,-1.5520000000000095e-12
-5.5,-1.5500000000000096e-12
-5.48,-1.5480000000000096e-12
-5.46,-1.5460000000000096e-12
-5.44,-1.5440000000000098e-12
-5.42,-1.5420000000000098e-12
-5.4,-1.5400000000000098e-12
-5.38,-1.5380000000000098e-12
-5.36,-1.5360000000000098e-12
-5.34,-1.53400000000001e-12
-5.32,-1.53200000000001e-12
-5.3,-1.53000000000001e-12
-5.28,-1.52800000000001e-12
-5.26,-1.52600000000001e-12
-5.24,-1.5240000000000103e-12
-5.22,-1.5220000000000103e-12
-5.2,-1.5200000000000103e-12
-5.18,-1.5180000000000103e-12
-5.16,-1.51600000000001e-12
-5.14,-1.5140000000000105e-12
-5.12,-1.5120000000000103e-12
-5.1,-1.5100000000000103e-12
-5.08,-1.5080000000000103e-12
-5.06,-1.5060000000000103e-12
-5.04,-1.5040000000000106e-12
-5.02,-1.5020000000000106e-12
-5.0,-1.5000000000000106e-12
-4.98,-1.4980000000000106e-12
-4.96,-1.4960000000000106e-12
-4.94,-1.4940000000000108e-12
-4.92,-1.4920000000000108e-12
-4.9,-1.4900000000000108e-12
-4.88,-1.4880000000000108e-12
-4.86,-1.4860000000000108e-12
-4.84,-1.484000000000011e-12
-4.82,-1.482000000000011e-12
-4.8,-1.480000000000011e-12
-4.78,-1.478000000000011e-12
-4.76,-1.476000000000011e-12
-4.74,-1.4740000000000113e-12
-4.72,-1.4720000000000113e-12
-4.7,-1.4700000000000113e-12
-4.68,-1.4680000000000113e-12
-4.66,-1.4660000000000113e-12
-4.64,-1.4640000000000115e-12
-4.62,-1.4620000000000115e-12
-4.6,-1.4600000000000116e-12
-4.58,-1.4580000000000116e-12
-4.56,-1.4560000000000116e-12
-4.54,-1.4540000000000118e-12
-4.52,-1.4520000000000118e-12
-4.5,-1.4500000000000118e-12
-4.48,-1.4480000000000116e-12
-4.46,-1.4460000000000116e-12
-4.44,-1.4440000000000118e-12
-4.42,-1.4420000000000118e-12
-4.4,-1.4400000000000118e-12
-4.38,-1.4380000000000118e-12
-4.36,-1.4360000000000119e-12
-4.34,-1.434000000000012e-12
-4.32,-1.432000000000012e-12
-4.3,-1.430000000000012e-12
-4.28,-1.428000000000012e-12
-4.26,-1.426000000000012e-12
-4.24,-1.4240000000000123e-12
-4.22,-1.4220000000000123e-12
-4.2,-1.4200000000000123e-12
-4.18,-1.4180000000000123e-12
-4.16,-1.4160000000000123e-12
-4.14,-1.4140000000000126e-12
-4.12,-1.4120000000000126e-12
-4.1,-1.4100000000000126e-12
-4.08,-1.4080000000000126e-12
-4.06,-1.4060000000000126e-12
-4.04,-1.4040000000000128e-12
-4.02,-1.4020000000000128e-12
-4.0,-1.4000000000000128e-12
-3.98,-1.3980000000000128e-12
-3.96,-1.3960000000000128e-12
-3.94,-1.3940000000000128e-12
-3.92,-1.3920000000000128e-12
-3.9,-1.3900000000000127e-12
-3.88,-1.3880000000000127e-12
-3.86,-1.3860000000000127e-12
-3.84,-1.3840000000000127e-12
-3.82,-1.3820000000000127e-12
-3.8,-1.3800000000000127e-12
-3.78,-1.3780000000000127e-12
-3.76,-1.3760000000000127e-12
-3.74,-1.3740000000000127e-12
-3.72,-1.3720000000000127e-12
-3.7,-1.3700000000000127e-12
-3.68,-1.3680000000000128e-12
-3.66,-1.3660000000000128e-12
-3.64,-1.3640000000000128e-12
-3.62,-1.3620000000000128e-12
-3.6,-1.3600000000000128e-12
-3.58,-1.3580000000000128e-12
-3.56,-1.3560000000000128e-12
-3.54,-1.3540000000000128e-12
-3.52,-1.3520000000000128e-12
-3.5,-1.3500000000000126e-12
-3.48,-1.3480000000000126e-12
-3.46,-1.3460000000000126e-12
-3.44,-1.3440000000000127e-12
-3.42,-1.3420000000000127e-12
-3.4,-1.3400000000000127e-12
-3.38,-1.3380000000000127e-12
-3.36,-1.3360000000000127e-12
-3.34,-1.3340000000000127e-12
-3.32,-1.3320000000000127e-12
-3.3,-1.3300000000000127e-12
-3.28,-1.3280000000000127e-12
-3.26,-1.3260000000000127e-12
-3.24,-1.3240000000000127e-12
-3.22,-1.3220000000000127e-12
-3.2,-1.3200000000000128e-12
-3.18,-1.3180000000000128e-12
-3.16,-1.3160000000000128e-12
-3.14,-1.3140000000000128e-12
-3.12,-1.3120000000000126e-12
-3.1,-1.3100000000000126e-12
-3.08,-1.3080000000000126e-12
-3.06,-1.3060000000000126e-12
-3.04,-1.3040000000000126e-12
-3.02,-1.3020000000000126e-12
-3.0,-1.3000000000000126e-12
-2.98,-1.2980000000000126e-12
-2.96,-1.2960000000000127e-12
-2.94,-1.2940000000000127e-12
-2.92,-1.2920000000000127e-12
-2.9,-1.2900000000000127e-12
-2.88,-1.2880000000000127e-12
-2.86,-1.2860000000000127e-12
-2.84,-1.2840000000000127e-12
-2.82,-1.2820000000000127e-12
-2.8,-1.2800000000000127e-12
-2.78,-1.2780000000000127e-12
-2.76,-1.2760000000000127e-12
-2.74,-1.2740000000000127e-12
-2.72,-1.2720000000000126e-12
-2.7,-1.2700000000000126e-12
-2.68,-1.2680000000000126e-12
-2.66,-1.2660000000000126e-12
-2.64,-1.2640000000000126e-12
-2.62,-1.2620000000000126e-12
-2.6,-1.2600000000000126e-12
-2.58,-1.2580000000000126e-12
-2.56,-1.2560000000000126e-12
-2.54,-1.2540000000000126e-12
-2.52,-1.2520000000000126e-12
-2.5,-1.2500000000000126e-12
-2.48,-1.2480000000000127e-12
-2.46,-1.2460000000000127e-12
-2.44,-1.2440000000000127e-12
-2.42,-1.2420000000000127e-12
-2.4,-1.2400000000000127e-12
-2.38,-1.2380000000000127e-12
-2.36,-1.2360000000000127e-12
-2.34,-1.2340000000000127e-12
-2.32,-1.2320000000000125e-12
-2.3,-1.2300000000000125e-12
-2.28,-1.2280000000000125e-12
-2.26,-1.2260000000000125e-12
-2.24,-1.2240000000000126e-12
-2.22,-1.2220000000000126e-12
-2.2,-1.2200000000000126e-12
-2.18,-1.2180000000000126e-12
-2.16,-1.2160000000000126e-12
-2.14,-1.2140000000000126e-12
-2.12,-1.2120000000000126e-12
-2.1,-1.2100000000000126e-12
-2.08,-1.2080000000000126e-12
-2.06,-1.2060000000000126e-12
-2.04,-1.2040000000000126e-12
-2.02,-1.2020000000000126e-12
-2.0,-1.2000000000000127e-12
-1.98,-1.1980000000000127e-12
-1.96,-1.1960000000000127e-12
-1.94,-1.1940000000000125e-12
-1.92,-1.1920000000000125e-12
-1.9,-1.1900000000000125e-12
-1.88,-1.1880000000000125e-12
-1.86,-1.1860000000000125e-12
-1.84,-1.1840000000000125e-12
-1.82,-1.1820000000000125e-12
-1.8,-1.1800000000000125e-12
-1.78,-1.1780000000000126e-12
-1.76,-1.1760000000000126e-12
-1.74,-1.1740000000000126e-12
-1.72,-1.1720000000000126e-12
-1.7,-1.1700000000000126e-12
-1.68,-1.1680000000000126e-12
-1.66,-1.1660000000000126e-12
-1.64,-1.1640000000000126e-12
-1.62,-1.1620000000000126e-12
-1.6,-1.1600000000000126e-12
-1.58,-1.1580000000000126e-12
-1.56,-1.1560000000000126e-12
-1.54,-1.1540000000000125e-12
-1.52,-1.1520000000000125e-12
-1.5,-1.1500000000000125e-12
-1.48,-1.1480000000000125e-12
-1.46,-1.1460000000000125e-12
-1.44,-1.1440000000000125e-12
-1.42,-1.1420000000000125e-12
-1.4,-1.1400000000000125e-12
-1.38,-1.1380000000000125e-12
-1.36,-1.1360000000000125e-12
-1.34,-1.1340000000000125e-12
-1.32,-1.1320000000000125e-12
-1.3,-1.1300000000000126e-12
-1.28,-1.1280000000000126e-12
-1.26,-1.1260000000000126e-12
-1.24,-1.1240000000000126e-12
-1.22,-1.1220000000000126e-12
-1.2,-1.1200000000000126e-12
-1.18,-1.1180000000000126e-12
-1.16,-1.1160000000000126e-12
-1.14,-1.1140000000000124e-12
-1.12,-1.1120000000000124e-12
-1.1,-1.1100000000000124e-12
-1.08,-1.1080000000000124e-12
-1.06,-1.1060000000000125e-12
-1.04,-1.1040000000000125e-12
-1.02,-1.1020000000000125e-12
-1.0,-1.1000000000000125e-12
-0.98,-1.0980000000000125e-12
-0.96,-1.0960000000000125e-12
-0.94,-1.0940000000000125e-12
-0.92,-1.0920000000000125e-12
-0.9,-1.0900000000000125e-12
-0.88,-1.0880000000000125e-12
-0.86,-1.0860000000000125e-12
-0.84,-1.0840000000000125e-12
-0.82,-1.0820000000000126e-12
-0.8,-1.0800000000000126e-12
-0.78,-1.0780000000000126e-12
-0.76,-1.0760000000000126e-12
-0.74,-1.0740000000000124e-12
-0.72,-1.0720000000000124e-12
-0.7,-1.0700000000000124e-12
-0.68,-1.0680000000000124e-12
-0.66,-1.0660000000000124e-12
-0.64,-1.0640000000000124e-12
-0.62,-1.0620000000000124e-12
-0.6,-1.0600000000000124e-12
-0.58,-1.0580000000000125e-12
-0.56,-1.0560000000000125e-12
-0.54,-1.0540000000000125e-12
-0.52,-1.0520000000000125e-12
-0.5,-1.0500000000000125e-12
-0.48,-1.0480000000000125e-12
-0.46,-1.0460000000000125e-12
-0.44,-1.0440000000000125e-12
-0.42,-1.0420000000000125e-12
-0.4,-1.0400000000000125e-12
-0.38,-1.0380000000000125e-12
-0.36,-1.0360000000000123e-12
-0.34,-1.0340000000000124e-12
-0.32,-1.0320000000000124e-12
-0.3,-1.0300000000000124e-12
-0.28,-1.0280000000000124e-12
-0.26,-1.0260000000000124e-12
-0.24,-1.0240000000000124e-12
-0.22,-1.0220000000000124e-12
-0.2,-1.0200000000000124e-12
-0.18,-1.0180000000000124e-12
-0.16,-1.0160000000000124e-12
-0.14,-1.0140000000000124e-12
-0.12,-1.0120000000000124e-12
-0.1,-1.0100000000000125e-12
-0.08,-1.0080000000000125e-12
-0.06,-1.0060000000000125e-12
-0.04,-1.0040000000000125e-12
-0.02,-1.0020000000000125e-12
-0.0,-1.0000000000000125e-12
0.02,1.0202013400266288e-12
0.04,1.0408107741922585e-12
0.06,1.0618365465452273e-12
0.08,1.0832870676748236e-12
0.1,1.1051709180755099e-12
0.12,1.1274968515792352e-12
0.14,1.1502737988570839e-12
0.16,1.173510870991664e-12
0.18,1.1972173631216609e-12
0.2,1.2214027581600176e-12
0.22,1.2460767305872256e-12
0.24,1.2712491503212461e-12
0.26,1.29693008666561e-12
0.28,1.3231298123372721e-12
0.3,1.3498588075758348e-12
0.32,1.3771277643357855e-12
0.34,1.4049475905634188e-12
0.36,1.4333294145601616e-12
0.38,1.4622845894340423e-12
0.4,1.4918246976410845e-12
0.42,1.5219615556184442e-12
0.44,1.5527072185111427e-12
0.46,1.5840739849942846e-12
0.48,1.6160744021926921e-12
0.5,1.648721270699923e-12
0.52,1.682027649698677e-12
0.54,1.716006862184645e-12
0.56,1.7506725002958834e-12
0.58,1.786038430749851e-12
0.6,1.8221188003902823e-12
0.62,1.858928041846111e-12
0.64,1.8964808793047155e-12
0.66,1.9347923344017908e-12
0.68,1.9738777322302023e-12
0.7,2.013752707470226e-12
0.72,2.0544332106436322e-12
0.74,2.095935514494104e-12
0.76,2.1382762204965528e-12
0.78,2.18147226549793e-12
0.8,2.2255409284921913e-12
0.82,2.2704998375321235e-12
0.84,2.316366976780804e-12
0.86,2.3631606937055015e-12
0.88,2.4108997064169105e-12
0.9,2.4596031111566445e-12
0.92,2.5092903899359862e-12
0.94,2.5599814183289537e-12
0.96,2.6116964734227934e-12
0.98,2.6644562419290865e-12
1.0,2.718281828458708e-12
1.02,2.7731947639639535e-12
1.04,2.8292170143512086e-12
1.06,2.8863709892676003e-12
1.08,2.9446795510651587e-12
1.1,3.0041660239460603e-12
1.12,3.0648542032926217e-12
1.14,3.126768365185768e-12
1.16,3.1899332761157893e-12
1.18,3.2543742028892676e-12
1.2,3.320116922736136e-12
1.22,3.387187733620915e-12
1.24,3.4556134647622473e-12
1.26,3.525421487364945e-12
1.28,3.596639725568836e-12
1.3,3.669296667618789e-12
1.32,3.743421377260399e-12
1.34,3.819043505365863e-12
1.36,3.896193301794732e-12
1.38,3.974901627494256e-12
1.4,4.055199966844173e-12
1.42,4.137120440250881e-12
1.44,4.220695816996031e-12
1.46,4.305959528344673e-12
1.48,4.392945680918214e-12
1.5,4.48168907033751e-12
1.52,4.572225195141594e-12
1.54,4.664590270987549e-12
1.56,4.758821245137265e-12
1.58,4.8549558112368336e-12
1.6,4.953032424394503e-12
1.62,1.127496851578539e-08
1.64,1.2712491503204618e-08
1.66,1.433329414559277e-08
1.68,1.616074402191695e-08
1.7,1.822118800389158e-08
1.72,2.0544332106423643e-08
1.74,2.3163669767793748e-08
1.76,2.611696473421182e-08
1.78,2.9446795510633415e-08
1.8,3.3201169227340875e-08
1.82,3.743421377258089e-08
1.84,4.220695816993426e-08
1.86,4.758821245134329e-08
1.88,5.365555971118001e-08
1.9,6.049647464408466e-08
1.92,6.8209584692857e-08
1.94,7.690609198873305e-08
1.96,8.671137658457037e-08
1.98,9.77668040952167e-08
2.0,1.1023176380633446e-07
2.02,0.0001030454533953326
2.04,0.00010618365465451632
2.06,0.0001094174283705008
2.08,0.0001127496851579167
2.1,0.00011618342427280682
2.12,0.00011972173631215886
2.14,0.0001233678059956515
2.16,0.00012712491503211697
2.18,0.0001309964450733005
2.2,0.00013498588075757533
2.22,0.00013909681284635233
2.24,0.00014333294145600753
2.26,0.00014769807938823696
2.28,0.00015219615556183525
2.3,0.0001568312185489879
2.32,0.00016160744021925948
2.34,0.00016652911949455786
2.36,0.00017160068621845415
2.38,0.00017682670514334087
2.4,0.00018221188003901727
2.42,0.00018776105792639967
2.44,0.00019347923344016746
2.46,0.00019937155332427144
2.48,0.0002054433210643509
2.5,0.00021170000166122842
2.52,0.00021814722654977988
2.54,0.0002247907986676057
2.56,0.00023163669767806649
2.58,0.00023869108535238366
2.6,0.0002459603111156496
2.62,0.00025345091776173874
2.64,0.0002611696473422637
2.66,0.00026912344723487665
2.68,0.0002773194763963787
2.7,0.00028576511180626374
2.72,0.00029446795510649815
2.74,0.0003034358394435117
2.76,0.000312676836518558
2.78,0.0003221992638527907
2.8,0.00033201169227359365
2.82,0.0003421229536289044
2.84,0.00035254214873647335
2.86,0.0003632786555752141
2.88,0.0003743421377260174
2.9,0.0003857425530696265
2.92,0.0003974901627494017
2.94,0.00040959554040704237
2.96,0.00042206958169957773
2.98,0.0004349235141061941
3.0,0.00044816890703372415
3.02,0.00046181768222989324
3.04,0.00047588212451369797
3.06,0.0004903748928325722
3.08,0.0005053090316562939
3.1,0.0005206979827178892
3.12,0.000536555597112099
3.14,0.0005528961477622989
3.16,0.0005697343422670945
3.18,0.0005870853361381524
3.2,0.0006049647464411835
3.22,0.0006233886658523573
3.24,0.0006423736771427955
3.26,0.0006619368681041863
3.28,0.0006820958469289498
3.3,0.0007028687580588005
3.32,0.0007242742985159684
3.34,0.0007463317347317827
3.36,0.0007690609198877588
3.38,0.0007924823117848033
3.4,0.0008166169912566152
3.42,0.000841486681143859
3.44,0.0008671137658461867
3.46,0.000893521311469711
3.48,0.0009207330865880565
3.5,0.0009487735836356789
3.52,0.0009776680409527116
3.54,0.001007442465501174
3.56,0.0010381236562729945
3.58,0.0010697392284109097
3.6,0.0011023176380639585
3.62,0.0011358882079999376
3.64,0.0011704811539978714
3.66,0.0012061276120442514
3.68,0.0012428596663575271
3.7,0.0012807103782660686
3.72,0.0013197138159655945
3.74,0.0013599050851828443
3.76,0.0014013203607731051
3.78,0.0014439969192800238
3.8,0.0014879731724870115
3.82,0.0015332887019904398
3.84,0.001579984294825751
3.86,0.0016281019801785447
3.88,0.001677685067213681
3.9,0.0017287781840564485
3.92,0.0017814273179608947
3.94,0.001835679856701457
3.96,0.0018915846312251585
3.98,0.0019491919596027565
4.0,0.0020085536923184003
4.02,0.0020697232589385714
4.04,0.002132755716202298
4.06,0.002197707797575937
4.08,0.0022646379643171204
4.1,0.0023336064580938383
4.12,0.0024046753552060015
4.14,0.0024779086224583063
4.16,0.0025533721747346733
4.18,0.0026311339343260943
4.2,0.002711263892065277
4.22,0.0027938341703231213
4.24,0.0028789190879237206
4.26,0.0029665952270363193
4.28,0.003056941502104436
4.3,0.003150039230874188
4.32,0.0032459722075857543
4.34,0.003344826778393844
4.36,0.0034466919190850698
4.38,0.0035516593151621563
4.4,0.0036598234443670843
4.42,0.0037712816617174365
4.44,0.0038861342871324826
4.46,0.004004484695727882
4.48,0.004126439410860263
4.5,0.004252108200005434
4.52,0.004381604173556524
4.54,0.00451504388663097
4.56,0.004652547443977989
4.58,0.004794238608080962
4.6,0.004940244910552022
4.62,0.005090697766919113
4.64,0.00524573259490884
4.66,0.005405488936331558
4.68,0.005570110582678422
4.7,0.005739745704543442
4.72,0.005914546984987008
4.74,0.006094671756960962
4.76,0.006280282144918866
4.78,0.006471545210738958
4.8,0.006668633104091125
4.82,0.006871723217383209
4.84,0.007080998345426172
4.86,0.0072966468499617455
4.88,0.007518862829200721
4.9,0.007747846292524446
4.92,0.007983803340506756
4.94,0.008226946350418415
4.96,0.00847749416738099
4.98,0.008735672301342229
5.0,0.009001713130050248
