V,I
-1.1600000000000819,-1.160001175306494e-12
-1.1400000000000823,-1.14000077774629e-12
-1.1200000000000827,-1.1200005074495304e-12
-1.1000000000000831,-1.100000326201792e-12
-1.0800000000000836,-1.080000206426132e-12
-1.060000000000084,-1.0600001284835789e-12
-1.0400000000000844,-1.040000078582518e-12
-1.0200000000000848,-1.0200000471800639e-12
-1.0000000000000853,-1.0000000277759729e-12
-0.9800000000000857,-9.800000160156144e-13
-0.9600000000000861,-9.600000090328431e-13
-0.9400000000000865,-9.400000049763176e-13
-0.920000000000087,-9.200000026738639e-13
-0.9000000000000874,-9.00000001398964e-13
-0.8800000000000878,-8.800000007114388e-13
-0.8600000000000882,-8.600000003509914e-13
-0.8400000000000887,-8.400000001676437e-13
-0.8200000000000891,-8.200000000773522e-13
-0.8000000000000895,-8.000000000344064e-13
-0.78000000000009,-7.800000000147294e-13
-0.7600000000000904,-7.600000000060698e-13
-0.7400000000000908,-7.400000000024209e-13
-0.7200000000000912,-7.200000000009543e-13
-0.7000000000000917,-7.000000000003941e-13
-0.6800000000000921,-6.80000000000192e-13
-0.6600000000000925,-6.600000000001234e-13
-0.6400000000000929,-6.400000000001018e-13
-0.6200000000000934,-6.200000000000957e-13
-0.6000000000000938,-6.000000000000944e-13
-0.5800000000000942,-5.800000000000943e-13
-0.5600000000000946,-5.600000000000947e-13
-0.5400000000000951,-5.40000000000095e-13
-0.5200000000000955,-5.200000000000955e-13
-0.5000000000000959,-5.000000000000959e-13
-0.48000000000009635,-4.800000000000963e-13
-0.4600000000000968,-4.600000000000968e-13
-0.4400000000000972,-4.400000000000972e-13
-0.42000000000009763,-4.200000000000976e-13
-0.40000000000009805,-4.0000000000009806e-13
-0.3800000000000985,-3.800000000000985e-13
-0.3600000000000989,-3.600000000000989e-13
-0.34000000000009933,-3.400000000000993e-13
-0.32000000000009976,-3.2000000000009976e-13
-0.3000000000001002,-3.000000000001002e-13
-0.2800000000001006,-2.800000000001006e-13
-0.26000000000010104,-2.6000000000010103e-13
-0.24000000000010147,-2.4000000000010147e-13
-0.2200000000001019,-2.2000000000010188e-13
-0.20000000000010232,-2.0000000000010232e-13
-0.18000000000010274,-1.8000000000010273e-13
-0.16000000000010317,-1.6000000000010317e-13
-0.1400000000001036,-1.4000000000010358e-13
-0.12000000000010402,-1.2000000000010402e-13
-0.10000000000010445,-1.0000000000010445e-13
-0.08000000000010488,-8.000000000010487e-14
-0.0600000000001053,-6.00000000001053e-14
-0.04000000000010573,-4.0000000000105726e-14
-0.020000000000106155,-2.0000000000106155e-14
-1.0658141036401503e-13,-1.0658141036401503e-25
0.019999999999892992,1.9999999999892993e-14
0.039999999999892566,3.9999999999892563e-14
0.05999999999989214,5.999999999989214e-14
0.07999999999989171,7.999999999989172e-14
0.09999999999989129,9.999999999989128e-14
0.11999999999989086,1.1999999999989087e-13
0.13999999999989043,1.3999999999989043e-13
0.15999999999989,1.5999999999989001e-13
0.17999999999988958,1.7999999999988958e-13
0.19999999999988916,1.9999999999988916e-13
0.21999999999988873,2.1999999999988872e-13
0.2399999999998883,2.399999999998883e-13
0.2599999999998879,2.5999999999988787e-13
0.27999999999988745,2.7999999999988743e-13
0.299999999999887,2.99999999999887e-13
0.3199999999998866,3.199999999998866e-13
0.33999999999988617,3.3999999999988617e-13
0.35999999999988574,3.5999999999988573e-13
0.3799999999998853,3.799999999998853e-13
0.3999999999998849,3.999999999998849e-13
0.41999999999988447,4.1999999999988446e-13
0.43999999999988404,4.39999999999884e-13
0.4599999999998836,4.599999999998836e-13
0.4799999999998832,4.799999999998831e-13
0.49999999999988276,4.999999999998828e-13
0.5199999999998823,5.199999999998824e-13
0.5399999999998819,5.399999999998819e-13
0.5599999999998815,5.599999999998815e-13
0.579999999999881,5.799999999998811e-13
0.5999999999998806,5.999999999998812e-13
0.6199999999998802,6.199999999998826e-13
0.6399999999998798,6.399999999998886e-13
0.6599999999998793,6.599999999999102e-13
0.6799999999998789,6.799999999999787e-13
0.6999999999998785,7.00000000000181e-13
0.7199999999998781,7.200000000007411e-13
0.7399999999998776,7.400000000022078e-13
0.7599999999998772,7.600000000058566e-13
0.7799999999998768,7.800000000145163e-13
0.7999999999998764,8.000000000341932e-13
0.8199999999998759,8.200000000771391e-13
0.8399999999998755,8.400000001674305e-13
0.8599999999998751,8.600000003507783e-13
0.8799999999998747,8.800000007112257e-13
0.8999999999998742,9.000000013987508e-13
0.9199999999998738,9.200000026736506e-13
0.9399999999998734,9.400000049761045e-13
0.959999999999873,9.600000090326299e-13
0.9799999999998725,9.800000160154012e-13
0.9999999999998721,1.0000000277757598e-12
1.0199999999998717,1.0200000471798506e-12
1.0399999999998712,1.0400000785823048e-12
1.0599999999998708,1.0600001284833658e-12
1.0799999999998704,1.080000206425919e-12
1.09999999999987,1.1000003262015787e-12
1.1199999999998695,1.1200005074493173e-12
1.1399999999998691,1.1400007777460769e-12
1.1599999999998687,1.1600011753062808e-12
1.1799999999998683,1.1800017524260485e-12
1.1999999999998678,1.2000025798280426e-12
1.2199999999998674,1.2200037520840074e-12
1.239999999999867,1.2400053943139656e-12
1.2599999999998666,1.2600076703833974e-12
1.2799999999998661,1.2800107928422627e-12
1.2999999999998657,1.300015034872057e-12
1.3199999999998653,1.3200207445289078e-12
1.3399999999998649,1.3400283615916387e-12
1.3599999999998644,1.3600384373434339e-12
1.379999999999864,1.3800516576338484e-12
1.3999999999998636,1.4000688695841687e-12
1.4199999999998631,1.4200911123131926e-12
1.4399999999998627,1.4401196520721245e-12
1.4599999999998623,1.460156022186272e-12
1.4799999999998619,1.4802020682073349e-12
1.4999999999998614,1.5002599986832348e-12
1.519999999999861,1.5203324419524477e-12
1.5399999999998606,1.5404225093667017e-12
1.5599999999998602,1.5605338653395994e-12
1.5799999999998597,1.5806708046092824e-12
1.5999999999998593,1.6008383370907204e-12
1.6199999999998589,1.6210422806776888e-12
1.6399999999998585,1.6412893623361013e-12
1.659999999999858,1.6615873278092932e-12
1.6799999999998576,1.6819450602322477e-12
1.6999999999998572,1.702372707925862e-12
1.7199999999998568,1.7228818216143791e-12
1.7399999999998563,1.7434855012793048e-12
1.759999999999856,1.7641985528317446e-12
1.7799999999998555,1.7850376547523856e-12
1.799999999999855,1.806021534814582e-12
1.8199999999998546,1.8271711569714366e-12
1.8399999999998542,1.848509918452662e-12
1.8599999999998538,1.8700638570816156e-12
1.8799999999998533,1.891861868787461e-12
1.899999999999853,1.913935935252171e-12
1.9199999999998525,1.9363213615972543e-12
1.939999999999852,1.9590570239808717e-12
1.9599999999998516,1.9821856269426284e-12
1.9799999999998512,2.0057539703009165e-12
1.9999999999998508,2.029813225376448e-12
2.0199999999998504,2.0544192202856622e-12
2.03999999999985,2.079632734019192e-12
2.0599999999998495,2.105519798993578e-12
2.079999999999849,2.1321520117390907e-12
2.0999999999998487,2.1596068513628864e-12
2.1199999999998482,2.187968005404866e-12
2.139999999999848,2.2173257026835724e-12
2.1599999999998474,2.247777052711289e-12
2.179999999999847,2.2794263912411986e-12
2.1999999999998465,2.312385631495034e-12
2.219999999999846,2.3467746206071252e-12
2.2399999999998457,2.3827215008100427e-12
2.2599999999998452,2.4203630748782103e-12
2.279999999999845,2.459845175338794e-12
2.2999999999998444,2.5013230369538934e-12
2.319999999999844,2.5449616719744607e-12
2.3399999999998435,2.590936247664451e-12
2.359999999999843,2.6394324655933344e-12
2.3799999999998427,2.6906469421962904e-12
2.3999999999998423,2.7447875901039927e-12
2.419999999999842,2.802073999747908e-12
2.4399999999998414,2.8627378207523043e-12
2.459999999999841,2.927023142630674e-12
2.4799999999998406,2.9951868743119337e-12
2.49999999999984,3.067499122030465e-12
2.5199999999998397,3.1442435651237506e-12
2.5399999999998393,3.225717829291959e-12
2.559999999999839,3.3122338568852468e-12
2.5799999999998384,3.4041182737967015e-12
2.599999999999838,3.5017127525516866e-12
2.6199999999998376,3.6053743711977768e-12
2.639999999999837,3.715475967613412e-12
2.6599999999998367,3.832406488867826e-12
2.6799999999998363,3.956571335279569e-12
2.699999999999836,4.088392698836081e-12
2.7199999999998354,4.228309895652114e-12
2.739999999999835,4.376779692160426e-12
2.7599999999998346,4.534276624743834e-12
2.779999999999834,4.701293312533565e-12
2.7999999999998337,4.878340763114672e-12
2.8199999999998333,5.065948670895145e-12
2.839999999999833,5.264665707911149e-12
2.8599999999998325,5.475059806856479e-12
2.879999999999832,5.697718436140007e-12
2.8999999999998316,5.933248866790171e-12
2.919999999999831,6.182278431040886e-12
2.9399999999998307,6.445454772448222e-12
2.9599999999998303,6.723446087401795e-12
2.97999999999983,7.016941357909571e-12
2.9999999999998295,7.326650575548547e-12
3.019999999999829,7.653304956487969e-12
3.0399999999998286,7.997657147504985e-12
3.059999999999828,8.360481422925841e-12
3.0799999999998278,8.742573872438649e-12
3.0999999999998273,9.144752579735752e-12
3.119999999999827,9.567857791956279e-12
3.1399999999998265,1.0012752079910467e-11
3.159999999999826,1.0480320489079075e-11
3.1799999999998256,1.0971470681391542e-11
3.199999999999825,1.1487133067797282e-11
3.219999999999825,1.2028260931654223e-11
3.2399999999998244,1.2595830542968397e-11
3.259999999999824,1.3190841263527417e-11
3.2799999999998235,1.3814315642979476e-11
3.299999999999823,1.4467299505917787e-11
3.3199999999998226,1.5150862030038237e-11
3.3399999999998222,1.5866095815445654e-11
3.359999999999822,1.6614116945191103e-11
3.3799999999998214,1.7396065037129345e-11
3.399999999999821,1.8213103287191925e-11
3.4199999999998205,1.90664185041774e-11
3.43999999999982,1.9957221136165726e-11
3.4599999999998197,2.088674528866896e-11
3.4799999999998192,2.1856248734635566e-11
3.499999999999819,2.2867012916429832e-11
3.5199999999998184,2.3920342939912347e-11
3.539999999999818,2.5017567560751145e-11
3.5599999999998175,2.6160039163096846e-11
3.579999999999817,2.734913373075837e-11
3.5999999999998167,2.8586250811018313e-11
3.6199999999998163,2.987281347123055e-11
3.639999999999816,3.121026824834415e-11
3.6599999999998154,3.2600085091500335e-11
3.679999999999815,3.4043757297850804e-11
3.6999999999998145,3.5542801441747524e-11
3.719999999999814,3.7098757297455234e-11
3.7399999999998137,3.871318775553931e-11
3.7599999999998133,4.0387678733082064e-11
3.779999999999813,4.212383907788189e-11
3.7999999999998124,4.392330046678968e-11
3.819999999999812,4.5787717298337375e-11
3.8399999999998116,4.771876657981369e-11
3.859999999999811,4.971814780894158e-11
3.8799999999998107,5.1787582850312954e-11
3.8999999999998103,5.392881580673397e-11
3.91999999999981,5.6143612885635305e-11
3.9399999999998094,5.84337622607002e-11
3.959999999999809,6.08010739288628e-11
3.9799999999998086,6.324737956282786e-11
3.999999999999808,6.577453235926204e-11
4.019999999999808,6.838440688280632e-11
4.039999999999807,7.107889890605682e-11
4.059999999999807,7.385992524566059e-11
4.0799999999998064,7.67294235946719e-11
4.099999999999806,7.968935235131152e-11
4.119999999999806,8.274169044427134e-11
4.139999999999805,8.588843715470454e-11
4.159999999999805,8.913161193503895e-11
4.179999999999804,9.247325422475088e-11
4.199999999999804,9.591542326323339e-11
4.2199999999998035,9.946019789989166e-11
4.239999999999803,1.0310967640159664e-10
4.259999999999803,1.068659762576244e-10
4.279999999999802,1.1073123398220927e-10
4.299999999999802,1.1470760491483417e-10
4.319999999999801,1.1879726301837943e-10
4.339999999999801,1.2300240067525303e-10
4.3599999999998005,1.2732522848161728e-10
4.3799999999998,1.3176797503982872e-10
4.3999999999998,1.3633288674920546e-10
4.419999999999799,1.4102222759523218e-10
4.439999999999799,1.4583827893731158e-10
4.459999999999798,1.507833392951704e-10
4.479999999999798,1.5585972413402292e-10
4.4999999999997975,1.6106976564859522e-10
4.519999999999797,1.6641581254611e-10
4.539999999999797,1.7190022982832904e-10
4.559999999999796,1.775253985727496e-10
4.579999999999796,1.8329371571304737e-10
4.599999999999795,1.8920759381885815e-10
4.619999999999795,1.9526946087498487e-10
4.6399999999997945,2.014817600601194e-10
4.659999999999794,2.078469495251608e-10
4.679999999999794,2.143675021712145e-10
4.699999999999793,2.2104590542735173e-10
4.719999999999793,2.2788466102820594e-10
4.739999999999792,2.3488628479148405e-10
4.759999999999792,2.4205330639546646e-10
4.7799999999997915,2.4938826915656415e-10
4.799999999999791,2.5689372980700827e-10
4.819999999999791,2.6457225827273375e-10
4.83999999999979,2.7242643745152625e-10
4.85999999999979,2.8045886299149824e-10
4.879999999999789,2.8867214306994846e-10
4.899999999999789,2.9706889817267407e-10
4.9199999999997885,3.056517608737859e-10
4.939999999999788,3.1442337561608663e-10
4.959999999999788,3.233863984920671e-10
4.979999999999787,3.325434970255696e-10
4.999999999999787,3.418973499541726e-10
